GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET1001,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G5300610041902","1990","WA",,,,,,,,,"041902",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006977","0000000000","Tract 419.02","S","+47911061","-122251252",,10293,8623,285,122,845,7,240,6,5,33,127
"G5300610042001","1990","WA",,,,,,,,,"042001",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005126","0000004954","Tract 420.01","S","+47909380","-122322221",,5136,4688,62,12,234,12,83,1,1,12,31
"G5300610042002","1990","WA",,,,,,,,,"042002",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000008723","0000005063","Tract 420.02","S","+47890500","-122320646",,2856,2423,26,16,285,1,73,0,0,9,23
"G5300610042003","1990","WA",,,,,,,,,"042003",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002824","0000006102","Tract 420.03","S","+47870437","-122357502",,2934,2664,22,20,153,3,53,0,0,1,18
"G5300610042004","1990","WA",,,,,,,,,"042004",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002367","0000000156","Tract 420.04","S","+47872344","-122287830",,3108,2733,40,23,236,1,47,1,4,1,22
"G53006100501","1990","WA",,,,,,,,,"0501",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004303","0000002648","Tract 501","S","+47863245","-122326122",,4747,4154,70,45,334,6,75,0,2,18,43
"G53006100502","1990","WA",,,,,,,,,"0502",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004562","0000007761","Tract 502","S","+47841766","-122346088",,4072,3761,34,37,175,2,57,0,0,0,6
"G53006100503","1990","WA",,,,,,,,,"0503",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003728","0000016169","Tract 503","S","+47832233","-122396188",,5495,5190,46,25,162,1,42,2,1,6,20
"G5300610050401","1990","WA",,,,,,,,,"050401",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003300","0000000000","Tract 504.01","S","+47812898","-122348223",,6931,6293,66,80,322,4,107,7,4,7,41
"G5300610050402","1990","WA",,,,,,,,,"050402",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002910","0000000000","Tract 504.02","S","+47804550","-122349624",,5586,5116,46,50,226,3,82,7,5,12,39
"G53006100505","1990","WA",,,,,,,,,"0505",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003345","0000006029","Tract 505","S","+47804450","-122392311",,6008,5751,32,46,92,0,63,0,0,2,22
"G53006100506","1990","WA",,,,,,,,,"0506",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003213","0000009993","Tract 506","S","+47794550","-122415361",,888,850,6,2,22,0,7,0,0,0,1
"G53006100507","1990","WA",,,,,,,,,"0507",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003090","0000000000","Tract 507","S","+47785058","-122364245",,5831,5361,59,66,251,5,65,0,6,3,15
"G53006100508","1990","WA",,,,,,,,,"0508",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003197","0000000002","Tract 508","S","+47793450","-122349346",,5966,5434,68,49,306,5,57,2,2,13,30
"G53006100509","1990","WA",,,,,,,,,"0509",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000001524","0000000156","Tract 509","S","+47786050","-122335774",,3242,2762,43,47,285,7,60,5,0,3,30
"G53006100510","1990","WA",,,,,,,,,"0510",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003258","0000000266","Tract 510","S","+47792550","-122322267",,4273,3763,77,51,248,4,98,0,1,5,26
"G53006100511","1990","WA",,,,,,,,,"0511",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002169","0000000000","Tract 511","S","+47783850","-122305824",,3921,3396,64,55,249,9,88,1,3,15,41
"G53006100512","1990","WA",,,,,,,,,"0512",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000002000","0000000000","Tract 512","S","+47797646","-122306097",,4309,3767,93,45,267,2,74,1,0,6,54
"G53006100513","1990","WA",,,,,,,,,"0513",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003107","0000000000","Tract 513","S","+47794600","-122289630",,6775,5797,154,57,564,11,71,7,0,30,84
"G53006100514","1990","WA",,,,,,,,,"0514",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003963","0000000032","Tract 514","S","+47813200","-122305624",,6514,5563,137,69,482,7,170,13,1,25,47
"G53006100515","1990","WA",,,,,,,,,"0515",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000003072","0000000000","Tract 515","S","+47822700","-122322848",,4428,3912,100,48,253,2,54,0,4,9,46
"G53006100516","1990","WA",,,,,,,,,"0516",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004676","0000000000","Tract 516","S","+47839863","-122311800",,8119,7060,128,54,667,6,119,1,3,26,55
"G53006100517","1990","WA",,,,,,,,,"0517",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004669","0000000000","Tract 517","S","+47830469","-122294121",,8852,7735,155,116,617,1,128,2,4,14,80
"G5300610051801","1990","WA",,,,,,,,,"051801",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004256","0000000000","Tract 518.01","S","+47859000","-122266090",,4891,4434,103,53,176,10,75,8,5,3,24
"G5300610051802","1990","WA",,,,,,,,,"051802",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005042","0000000000","Tract 518.02","S","+47839047","-122271355",,2183,1948,33,25,105,9,48,0,1,1,13
"G5300610051905","1990","WA",,,,,,,,,"051905",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005287","0000000000","Tract 519.05","S","+47816458","-122267252",,6504,5722,68,81,442,2,118,2,11,16,42
"G5300610051906","1990","WA",,,,,,,,,"051906",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007440","0000000003","Tract 519.06","S","+47793450","-122269057",,7644,6824,64,38,547,4,90,1,5,31,40
"G5300610051907","1990","WA",,,,,,,,,"051907",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006928","0000000000","Tract 519.07","S","+47801500","-122238464",,8780,8057,98,82,363,19,99,3,6,10,43
"G5300610051908","1990","WA",,,,,,,,,"051908",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007216","0000000000","Tract 519.08","S","+47785865","-122229077",,6281,5852,41,25,261,3,71,2,2,4,20
"G5300610051909","1990","WA",,,,,,,,,"051909",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006884","0000000000","Tract 519.09","S","+47837940","-122239821",,5375,5050,42,30,158,2,48,0,9,2,34
"G5300610051910","1990","WA",,,,,,,,,"051910",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000012597","0000000000","Tract 519.10","S","+47821450","-122210805",,9684,8905,91,80,320,12,201,1,6,20,48
"G5300610051911","1990","WA",,,,,,,,,"051911",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000016650","0000000000","Tract 519.11","S","+47795767","-122173203",,5584,5293,26,22,141,2,71,1,0,5,23
"G5300610051912","1990","WA",,,,,,,,,"051912",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000013406","0000000161","Tract 519.12","S","+47792367","-122112804",,1991,1893,2,7,53,1,31,0,0,2,2
"G5300610052001","1990","WA",,,,,,,,,"052001",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006945","0000000010","Tract 520.01","S","+47866680","-122201901",,8386,7599,77,32,526,10,88,0,0,0,54
"G5300610052002","1990","WA",,,,,,,,,"052002",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004117","0000000000","Tract 520.02","S","+47843900","-122196579",,6419,5812,59,31,392,13,75,3,0,10,24
"G5300610052003","1990","WA",,,,,,,,,"052003",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000005897","0000000026","Tract 520.03","S","+47861100","-122179393",,954,931,9,4,8,0,2,0,0,0,0
"G5300610052104","1990","WA",,,,,,,,,"052104",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000043639","0000004151","Tract 521.04","S","+47992677","-122156984",,1205,1161,8,17,9,3,5,0,0,0,2
"G5300610052105","1990","WA",,,,,,,,,"052105",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000051536","0000002831","Tract 521.05","S","+47878173","-122092180",,1834,1746,11,10,22,1,27,0,0,2,15
"G5300610052106","1990","WA",,,,,,,,,"052106",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000020988","0000000000","Tract 521.06","S","+47855630","-122133234",,6487,5875,42,56,336,3,101,0,4,5,65
"G5300610052107","1990","WA",,,,,,,,,"052107",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000012632","0000000000","Tract 521.07","S","+47820454","-122150632",,2950,2850,9,20,40,0,21,0,1,0,9
"G5300610052108","1990","WA",,,,,,,,,"052108",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000023286","0000000000","Tract 521.08","S","+47830933","-122102446",,4505,4326,9,33,63,2,43,0,3,1,25
"G5300610052109","1990","WA",,,,,,,,,"052109",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000036693","0000000169","Tract 521.09","S","+47800472","-122040841",,3845,3692,11,35,60,0,31,0,0,1,15
"G5300610052201","1990","WA",,,,,,,,,"052201",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000039473","0000000088","Tract 522.01","S","+47864326","-121986714",,8418,7687,197,147,73,7,115,0,4,3,185
"G5300610052202","1990","WA",,,,,,,,,"052202",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000115860","0000000924","Tract 522.02","S","+47917232","-121904632",,5533,5348,7,47,38,1,41,0,8,9,34
"G5300610052301","1990","WA",,,,,,,,,"052301",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000039374","0000000755","Tract 523.01","S","+47962543","-122015960",,3610,3478,9,37,26,3,45,0,4,1,7
"G5300610052302","1990","WA",,,,,,,,,"052302",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000034022","0000000000","Tract 523.02","S","+47912068","-122026778",,2983,2868,12,32,34,1,25,0,0,0,11
"G53006100524","1990","WA",,,,,,,,,"0524",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006467","0000000273","Tract 524","S","+47921370","-122089710",,6735,6448,35,53,95,6,54,0,0,3,41
"G5300610052501","1990","WA",,,,,,,,,"052501",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000013040","0000000000","Tract 525.01","S","+47976109","-122113793",,5137,4872,25,38,75,4,95,0,1,8,19
"G5300610052502","1990","WA",,,,,,,,,"052502",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000014108","0000000230","Tract 525.02","S","+47935215","-122120317",,3468,3375,9,17,22,0,37,0,0,0,8
"G5300610052601","1990","WA",,,,,,,,,"052601",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000016017","0000003092","Tract 526.01","S","+48018835","-122081629",,7746,7336,33,85,106,1,115,1,4,6,59
"G5300610052602","1990","WA",,,,,,,,,"052602",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000023344","0000001054","Tract 526.02","S","+47991149","-122058389",,4391,4221,16,55,37,2,41,0,2,4,13
"G5300610052701","1990","WA",,,,,,,,,"052701",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000022237","0000000000","Tract 527.01","S","+48122099","-122118771",,1433,1384,0,11,19,0,11,0,0,0,8
"G5300610052702","1990","WA",,,,,,,,,"052702",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000032603","0000000543","Tract 527.02","S","+48067849","-122103509",,4001,3859,14,23,47,1,44,1,2,0,10
"G5300610052703","1990","WA",,,,,,,,,"052703",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000010344","0000000000","Tract 527.03","S","+48012533","-122122185",,2165,2061,13,37,32,0,14,0,0,3,5
"G5300610052802","1990","WA",,,,,,,,,"052802",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007718","0000000000","Tract 528.02","S","+48085148","-122162168",,7170,6808,21,73,101,4,110,0,13,6,34
"G5300610052803","1990","WA",,,,,,,,,"052803",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000014282","0000000000","Tract 528.03","S","+48129569","-122162462",,3798,3602,11,48,26,5,51,1,2,3,49
"G5300610052804","1990","WA",,,,,,,,,"052804",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000007043","0000000000","Tract 528.04","S","+48104819","-122158878",,5388,5075,15,65,84,0,94,0,11,0,44
"G5300610052901","1990","WA",,,,,,,,,"052901",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000004516","0000000000","Tract 529.01","S","+48066924","-122162758",,6396,6029,18,146,59,1,89,2,6,4,42
"G5300610052902","1990","WA",,,,,,,,,"052902",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000006802","0000000000","Tract 529.02","S","+48052047","-122161877",,7019,6559,32,126,144,0,117,1,18,6,16
"G5300610053098","1990","WA",,,,,,,,,"053098",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000091001","0000043474","Tract 530.98","S","+48080780","-122269438",,7103,5666,34,1156,82,0,81,0,48,4,32
"G53006100531","1990","WA",,,,,,,,,"0531",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000051513","0000000697","Tract 531","S","+48149847","-122223637",,4765,4617,10,56,23,3,48,0,1,0,7
"G53006100532","1990","WA",,,,,,,,,"0532",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000069161","0000039534","Tract 532","S","+48170506","-122343854",,5236,5050,14,54,41,0,52,0,3,0,22
"G53006100533","1990","WA",,,,,,,,,"0533",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000116300","0000016947","Tract 533","S","+48254167","-122305559",,6478,6237,9,52,53,5,57,0,0,9,56
"G53006100534","1990","WA",,,,,,,,,"0534",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000126818","0000000437","Tract 534","S","+48253985","-122137302",,3670,3458,2,131,25,0,37,0,2,0,15
"G5300610053501","1990","WA",,,,,,,,,"053501",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000040198","0000000010","Tract 535.01","S","+48178750","-122145986",,7362,7054,9,70,60,2,56,0,8,0,103
"G5300610053502","1990","WA",,,,,,,,,"053502",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000370299","0000002215","Tract 535.02","S","+48218749","-121972982",,6580,6333,27,72,49,1,71,1,3,1,22
"G53006100536","1990","WA",,,,,,,,,"0536",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0000796688","0000009512","Tract 536","S","+48011244","-121736665",,7645,7363,17,77,29,5,100,3,12,0,39
"G53006100537","1990","WA",,,,,,,,,"0537",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0001717378","0000006576","Tract 537","S","+48176369","-121351204",,2414,2340,0,39,4,0,13,0,0,0,18
"G53006100538","1990","WA",,,,,,,,,"0538",,,"91","Snohomish","061",,,"9","7602",,,,"7600","4","Washington","53",,,,"0001140294","0000006795","Tract 538","S","+47859331","-121499771",,8921,8617,40,131,40,3,71,0,3,1,15
"G53006300001","1990","WA",,,,,,,,,"0001",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002449","0000000000","Tract 1","S","+47706450","-117353874",,804,737,8,38,2,0,17,1,1,0,0
"G53006300002","1990","WA",,,,,,,,,"0002",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001857","0000000000","Tract 2","S","+47707250","-117371049",,4383,4057,49,128,74,3,37,0,3,2,30
"G53006300003","1990","WA",,,,,,,,,"0003",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001966","0000000000","Tract 3","S","+47707600","-117384929",,5196,4765,79,118,92,12,67,7,8,1,47
"G53006300004","1990","WA",,,,,,,,,"0004",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001905","0000000000","Tract 4","S","+47707650","-117400899",,3940,3686,74,57,81,0,23,0,5,1,13
"G53006300005","1990","WA",,,,,,,,,"0005",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001734","0000000000","Tract 5","S","+47707050","-117417525",,3216,3052,42,40,26,0,43,0,1,0,12
"G53006300006","1990","WA",,,,,,,,,"0006",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001292","0000000000","Tract 6","S","+47708500","-117430377",,2913,2763,21,34,44,1,40,0,0,0,10
"G53006300007","1990","WA",,,,,,,,,"0007",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002112","0000000000","Tract 7","S","+47707600","-117443699",,5198,4987,33,84,45,0,34,0,5,3,7
"G53006300008","1990","WA",,,,,,,,,"0008",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000003381","0000000000","Tract 8","S","+47719800","-117459824",,4658,4451,34,38,76,4,38,0,5,2,10
"G53006300009","1990","WA",,,,,,,,,"0009",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000004545","0000000000","Tract 9","S","+47705850","-117470599",,6867,6561,47,88,72,9,72,0,2,0,16
"G53006300010","1990","WA",,,,,,,,,"0010",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000003393","0000000257","Tract 10","S","+47690300","-117462021",,4894,4676,42,55,39,5,54,0,0,4,19
"G53006300011","1990","WA",,,,,,,,,"0011",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002320","0000000000","Tract 11","S","+47693100","-117444599",,3247,3088,27,5,61,0,47,0,2,0,17
"G53006300012","1990","WA",,,,,,,,,"0012",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001007","0000000000","Tract 12","S","+47695050","-117430649",,2183,2054,28,32,24,0,31,0,3,0,11
"G53006300013","1990","WA",,,,,,,,,"0013",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001592","0000000000","Tract 13","S","+47694050","-117417549",,3254,3054,30,46,55,2,33,3,3,6,22
"G53006300014","1990","WA",,,,,,,,,"0014",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002599","0000000000","Tract 14","S","+47691200","-117403578",,5919,5374,100,137,122,7,124,7,9,3,36
"G53006300015","1990","WA",,,,,,,,,"0015",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002328","0000000000","Tract 15","S","+47691650","-117387249",,5312,4802,91,163,89,7,96,0,12,8,44
"G53006300016","1990","WA",,,,,,,,,"0016",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001553","0000000000","Tract 16","S","+47695000","-117369778",,2417,2102,43,98,116,1,27,0,12,0,18
"G53006300017","1990","WA",,,,,,,,,"0017",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002822","0000000045","Tract 17","S","+47685950","-117354299",,3800,3499,50,72,106,5,40,0,6,2,20
"G53006300018","1990","WA",,,,,,,,,"0018",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002039","0000000093","Tract 18","S","+47681600","-117374549",,3070,2831,40,84,52,2,42,1,2,0,16
"G53006300019","1990","WA",,,,,,,,,"0019",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001668","0000000000","Tract 19","S","+47681000","-117418574",,3910,3610,46,93,67,11,50,2,4,2,25
"G53006300020","1990","WA",,,,,,,,,"0020",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001766","0000000000","Tract 20","S","+47678150","-117430824",,4224,3812,87,153,56,4,70,0,13,0,29
"G53006300021","1990","WA",,,,,,,,,"0021",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001220","0000000000","Tract 21","S","+47679050","-117441174",,2502,2303,34,58,45,1,44,1,6,1,9
"G53006300022","1990","WA",,,,,,,,,"0022",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002953","0000000204","Tract 22","S","+47673433","-117459445",,354,316,7,7,7,3,10,0,0,2,2
"G53006300023","1990","WA",,,,,,,,,"0023",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002554","0000000215","Tract 23","S","+47666600","-117445926",,5017,4489,94,232,91,7,60,1,8,4,31
"G53006300024","1990","WA",,,,,,,,,"0024",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002111","0000000055","Tract 24","S","+47668700","-117421322",,2741,2274,93,129,88,2,111,8,6,0,30
"G53006300025","1990","WA",,,,,,,,,"0025",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000003204","0000000139","Tract 25","S","+47672900","-117399349",,6421,5769,79,117,264,7,100,3,20,8,54
"G53006300026","1990","WA",,,,,,,,,"0026",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002001","0000000076","Tract 26","S","+47672700","-117374874",,4421,3903,119,173,81,8,79,1,9,5,43
"G53006300027","1990","WA",,,,,,,,,"0027",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002242","0000000000","Tract 27","S","+47660150","-117377915",,1235,959,131,79,15,2,32,2,1,5,9
"G53006300028","1990","WA",,,,,,,,,"0028",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000003876","0000000052","Tract 28","S","+47664331","-117355572",,814,691,36,36,14,1,16,1,7,0,12
"G53006300029","1990","WA",,,,,,,,,"0029",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001600","0000000000","Tract 29","S","+47647100","-117352949",,2993,2701,96,41,78,4,37,2,6,0,28
"G53006300030","1990","WA",,,,,,,,,"0030",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001440","0000000000","Tract 30","S","+47650350","-117371824",,2376,1792,344,128,20,9,43,7,2,7,24
"G53006300031","1990","WA",,,,,,,,,"0031",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002205","0000000000","Tract 31","S","+47645966","-117390099",,4526,3597,399,105,279,12,56,12,13,15,38
"G53006300032","1990","WA",,,,,,,,,"0032",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001258","0000000000","Tract 32","S","+47650050","-117413024",,3360,3063,87,78,65,2,37,2,5,0,21
"G53006300033","1990","WA",,,,,,,,,"0033",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001726","0000000116","Tract 33","S","+47657050","-117400284",,239,143,38,23,17,0,4,3,0,2,9
"G53006300034","1990","WA",,,,,,,,,"0034",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000000846","0000000111","Tract 34","S","+47658600","-117415974",,972,795,50,77,8,1,17,4,5,2,13
"G53006300035","1990","WA",,,,,,,,,"0035",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000000753","0000000027","Tract 35","S","+47657000","-117426224",,1179,1055,45,37,21,0,15,0,2,0,4
"G53006300036","1990","WA",,,,,,,,,"0036",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001519","0000000096","Tract 36","S","+47656100","-117441174",,3298,2959,99,64,100,3,33,5,6,1,28
"G53006300038","1990","WA",,,,,,,,,"0038",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000003307","0000000000","Tract 38","S","+47648600","-117463131",,1485,1358,27,24,37,3,15,2,0,0,19
"G53006300039","1990","WA",,,,,,,,,"0039",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000009236","0000000053","Tract 39","S","+47617437","-117421506",,1528,1441,9,17,34,0,18,2,0,3,4
"G53006300040","1990","WA",,,,,,,,,"0040",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001598","0000000000","Tract 40","S","+47646050","-117432142",,4999,4589,129,64,82,12,68,3,8,2,42
"G53006300041","1990","WA",,,,,,,,,"0041",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000001125","0000000000","Tract 41","S","+47643350","-117412544",,2170,2081,16,16,27,1,20,0,1,0,8
"G53006300042","1990","WA",,,,,,,,,"0042",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002743","0000000000","Tract 42","S","+47634300","-117417549",,4970,4795,14,23,69,3,52,0,3,2,9
"G53006300043","1990","WA",,,,,,,,,"0043",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002257","0000000000","Tract 43","S","+47622650","-117412849",,3488,3351,17,23,65,3,13,1,0,2,13
"G53006300044","1990","WA",,,,,,,,,"0044",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002051","0000000000","Tract 44","S","+47621300","-117391601",,4190,4020,31,15,61,4,45,0,0,0,14
"G53006300045","1990","WA",,,,,,,,,"0045",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000002570","0000000024","Tract 45","S","+47632950","-117390995",,3508,3349,21,22,71,3,34,0,1,3,4
"G53006300046","1990","WA",,,,,,,,,"0046",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000004127","0000000014","Tract 46","S","+47637325","-117364546",,5882,5531,118,31,104,13,48,1,10,9,17
"G53006300047","1990","WA",,,,,,,,,"0047",,,"99","Spokane","063",,,"9","7840",,,,"9999","4","Washington","53",,,,"0000004549","0000000000","Tract 47","S","+47621500","-117366099",,5740,5386,68,38,153,1,55,7,5,1,26
